month,month_name,year,country,debt
4,Apr,2013,France,141.2
3,Mar,2013,France,146.6
2,Feb,2013,France,144.7
1,Jan,2013,France,142.9
12,Dec,2012,France,141.9
11,Nov,2012,France,141.2
10,Oct,2012,France,138.5
9,Sep,2012,France,137.1
8,Aug,2012,France,141.7
7,Jul,2012,France,137.1
6,Jun,2012,France,136
5,May,2012,France,144.1
4,Apr,2012,France,145.2
3,Mar,2012,France,140.5
2,Feb,2012,France,141.5
1,Jan,2012,France,134.2
12,Dec,2011,France,142.4
11,Nov,2011,France,126.2
10,Oct,2011,France,144
9,Sep,2011,France,158.3
8,Aug,2011,France,157.6
7,Jul,2011,France,118.5
6,Jun,2011,France,108
5,May,2011,France,108.3
4,Apr,2011,France,106.2
3,Mar,2011,France,108.8
2,Feb,2011,France,107.7
1,Jan,2011,France,106.1
12,Dec,2009,France,116.5
11,Nov,2009,France,115.4
10,Oct,2009,France,115.6
9,Sep,2009,France,115.1
8,Aug,2009,France,112.9
7,Jul,2009,France,114.4
6,Jun,2009,France,77
5,May,2009,France,75.7
4,Apr,2009,France,78.3
3,Mar,2009,France,74.8
2,Feb,2009,France,72.6
1,Jan,2009,France,73.3
12,Dec,2008,France,77.2
11,Nov,2008,France,70.6
10,Oct,2008,France,69.8
9,Sep,2008,France,65.5
8,Aug,2008,France,65.8
7,Jul,2008,France,65.2
6,Jun,2008,France,61.2
5,May,2008,France,61.4
4,Apr,2008,France,63.1
3,Mar,2008,France,60.5
2,Feb,2008,France,57.5
1,Jan,2008,France,54.4
12,Dec,2007,France,41.3
11,Nov,2007,France,38.6
10,Oct,2007,France,41.5
9,Sep,2007,France,41.4
8,Aug,2007,France,42
7,Jul,2007,France,41.3
6,Jun,2007,France,47.9
5,May,2007,France,51.1
4,Apr,2007,France,49.4
3,Mar,2007,France,47.3
2,Feb,2007,France,47.9
1,Jan,2007,France,49.8
12,Dec,2006,France,54
11,Nov,2006,France,51.1
10,Oct,2006,France,50.6
9,Sep,2006,France,49.7
8,Aug,2006,France,50.7
7,Jul,2006,France,48.9
6,Jun,2006,France,48.8
5,May,2006,France,48.5
4,Apr,2006,France,49.5
3,Mar,2006,France,46.6
2,Feb,2006,France,44.9
1,Jan,2006,France,44.6
12,Dec,2005,France,40.3
11,Nov,2005,France,42.8
10,Oct,2005,France,44
9,Sep,2005,France,44.4
8,Aug,2005,France,43.6
7,Jul,2005,France,44.7
6,Jun,2005,France,48.7
5,May,2005,France,48
4,Apr,2005,France,47.6
3,Mar,2005,France,45.5
2,Feb,2005,France,45.4
1,Jan,2005,France,45.3
12,Dec,2004,France,45.1
11,Nov,2004,France,42.4
10,Oct,2004,France,43.3
9,Sep,2004,France,43
8,Aug,2004,France,42.8
7,Jul,2004,France,43.9
6,Jun,2004,France,53.7
5,May,2004,France,53.7
4,Apr,2004,France,53.6
3,Mar,2004,France,52
2,Feb,2004,France,54
1,Jan,2004,France,55
12,Dec,2003,France,46.1
11,Nov,2003,France,46.5
10,Oct,2003,France,44.7
9,Sep,2003,France,44.8
8,Aug,2003,France,44
7,Jul,2003,France,41.8
6,Jun,2003,France,34.6
5,May,2003,France,32.8
4,Apr,2003,France,34.5
3,Mar,2003,France,35.3
2,Feb,2003,France,34.1
1,Jan,2003,France,34.5
12,Dec,2002,France,37.3
11,Nov,2002,France,35.8
10,Oct,2002,France,34.4
9,Sep,2002,France,34.2
8,Aug,2002,France,35
7,Jul,2002,France,36.6
6,Jun,2002,France,46.1
5,May,2002,France,46.5
4,Apr,2002,France,45.9
3,Mar,2002,France,45.5
2,Feb,2002,France,43.9
1,Jan,2002,France,44
12,Dec,2001,France,27.6
11,Nov,2001,France,33.1
10,Oct,2001,France,24.3
9,Sep,2001,France,23.4
8,Aug,2001,France,23.4
7,Jul,2001,France,18.1
5,May,2001,France,19.2
4,Apr,2001,France,20.6
3,Mar,2001,France,24.6
2,Feb,2001,France,28
1,Jan,2001,France,24.9
12,Dec,2000,France,29.6
11,Nov,2000,France,24.3
10,Oct,2000,France,23.4
9,Sep,2000,France,23.3
8,Aug,2000,France,24.6
7,Jul,2000,France,25
6,Jun,2000,France,25.2
5,May,2000,France,25.3
4,Apr,2000,France,26.1
3,Mar,2000,France,27.1
12,Dec,2024,Switzerland,298.7
11,Nov,2024,Switzerland,298.7
10,Oct,2024,Switzerland,297.9
9,Sep,2024,Switzerland,305.5
8,Aug,2024,Switzerland,299.3
7,Jul,2024,Switzerland,289.4
6,Jun,2024,Switzerland,287.4
5,May,2024,Switzerland,290.5
4,Apr,2024,Switzerland,290.5
3,Mar,2024,Switzerland,286.7
2,Feb,2024,Switzerland,281.1
1,Jan,2024,Switzerland,284.2
12,Dec,2023,Switzerland,254
11,Nov,2023,Switzerland,238
10,Oct,2023,Switzerland,231.4
9,Sep,2023,Switzerland,236.3
8,Aug,2023,Switzerland,241
7,Jul,2023,Switzerland,243
6,Jun,2023,Switzerland,241.3
5,May,2023,Switzerland,239.8
4,Apr,2023,Switzerland,244.5
3,Mar,2023,Switzerland,239.5
2,Feb,2023,Switzerland,231.6
1,Jan,2023,Switzerland,234.6
12,Dec,2022,Switzerland,224.1
11,Nov,2022,Switzerland,219
10,Oct,2022,Switzerland,213
9,Sep,2022,Switzerland,212.6
8,Aug,2022,Switzerland,221.2
7,Jul,2022,Switzerland,212
6,Jun,2022,Switzerland,208.8
5,May,2022,Switzerland,203.7
4,Apr,2022,Switzerland,199
3,Mar,2022,Switzerland,199.8
2,Feb,2022,Switzerland,199.8
1,Jan,2022,Switzerland,198.6
12,Dec,2021,Switzerland,240.6
11,Nov,2021,Switzerland,244.9
10,Oct,2021,Switzerland,247.7
9,Sep,2021,Switzerland,249
8,Aug,2021,Switzerland,248.9
7,Jul,2021,Switzerland,248.5
6,Jun,2021,Switzerland,249.1
5,May,2021,Switzerland,251.8
4,Apr,2021,Switzerland,255.3
3,Mar,2021,Switzerland,255.5
2,Feb,2021,Switzerland,259
1,Jan,2021,Switzerland,260.4
12,Dec,2020,Switzerland,224.1
11,Nov,2020,Switzerland,223.8
10,Oct,2020,Switzerland,226.6
9,Sep,2020,Switzerland,241.7
8,Aug,2020,Switzerland,246.7
7,Jul,2020,Switzerland,262.7
6,Jun,2020,Switzerland,262.2
5,May,2020,Switzerland,269
4,Apr,2020,Switzerland,259.4
3,Mar,2020,Switzerland,256
2,Feb,2020,Switzerland,268.4
1,Jan,2020,Switzerland,253
12,Dec,2019,Switzerland,207.4
11,Nov,2019,Switzerland,202.4
10,Oct,2019,Switzerland,205.6
9,Sep,2019,Switzerland,215.5
8,Aug,2019,Switzerland,215
7,Jul,2019,Switzerland,203.3
6,Jun,2019,Switzerland,200.1
5,May,2019,Switzerland,190.5
4,Apr,2019,Switzerland,179.8
3,Mar,2019,Switzerland,186.6
2,Feb,2019,Switzerland,181.3
1,Jan,2019,Switzerland,191.5
12,Dec,2018,Switzerland,185.1
11,Nov,2018,Switzerland,173
10,Oct,2018,Switzerland,169.7
9,Sep,2018,Switzerland,164.7
8,Aug,2018,Switzerland,154.3
7,Jul,2018,Switzerland,154.5
6,Jun,2018,Switzerland,154.7
5,May,2018,Switzerland,150.5
4,Apr,2018,Switzerland,139.5
3,Mar,2018,Switzerland,126.7
2,Feb,2018,Switzerland,126.8
1,Jan,2018,Switzerland,124.6
12,Dec,2017,Switzerland,170.6
11,Nov,2017,Switzerland,240.4
10,Oct,2017,Switzerland,247.2
9,Sep,2017,Switzerland,246.9
8,Aug,2017,Switzerland,242.9
7,Jul,2017,Switzerland,240.5
6,Jun,2017,Switzerland,249.3
5,May,2017,Switzerland,250.1
4,Apr,2017,Switzerland,243.6
3,Mar,2017,Switzerland,248.2
2,Feb,2017,Switzerland,256.8
1,Jan,2017,Switzerland,254.3
12,Dec,2015,Switzerland,178.7
11,Nov,2015,Switzerland,177.5
10,Oct,2015,Switzerland,178.1
9,Sep,2015,Switzerland,178.1
8,Aug,2015,Switzerland,172.5
7,Jul,2015,Switzerland,172.4
6,Jun,2015,Switzerland,175.6
5,May,2015,Switzerland,174.2
4,Apr,2015,Switzerland,170.3
3,Mar,2015,Switzerland,168.2
2,Feb,2015,Switzerland,165.9
1,Jan,2015,Switzerland,170.6
12,Dec,2014,Switzerland,172.6
11,Nov,2014,Switzerland,165.6
10,Oct,2014,Switzerland,161
9,Sep,2014,Switzerland,159
8,Aug,2014,Switzerland,160.5
7,Jul,2014,Switzerland,158.7
6,Jun,2014,Switzerland,157.6
5,May,2014,Switzerland,155.2
4,Apr,2014,Switzerland,154.5
3,Mar,2014,Switzerland,155.1
2,Feb,2014,Switzerland,160.4
1,Jan,2014,Switzerland,160.3
12,Dec,2013,Switzerland,152.2
11,Nov,2013,Switzerland,150.4
10,Oct,2013,Switzerland,148.3
9,Sep,2013,Switzerland,148.4
8,Aug,2013,Switzerland,148.6
7,Jul,2013,Switzerland,148.8
6,Jun,2013,Switzerland,155
5,May,2013,Switzerland,149.2
4,Apr,2013,Switzerland,153.2
3,Mar,2013,Switzerland,148.6
2,Feb,2013,Switzerland,131.1
1,Jan,2013,Switzerland,129
12,Dec,2012,Switzerland,138.8
11,Nov,2012,Switzerland,138.5
10,Oct,2012,Switzerland,136.4
9,Sep,2012,Switzerland,133.2
8,Aug,2012,Switzerland,130.2
7,Jul,2012,Switzerland,141.3
6,Jun,2012,Switzerland,144.5
5,May,2012,Switzerland,132.1
4,Apr,2012,Switzerland,132.1
3,Mar,2012,Switzerland,141.4
2,Feb,2012,Switzerland,125
1,Jan,2012,Switzerland,131.5
12,Dec,2011,Switzerland,135.2
11,Nov,2011,Switzerland,133.2
10,Oct,2011,Switzerland,132.4
9,Sep,2011,Switzerland,132.1
8,Aug,2011,Switzerland,87.1
7,Jul,2011,Switzerland,86.6
6,Jun,2011,Switzerland,33.6
5,May,2011,Switzerland,31.4
4,Apr,2011,Switzerland,31.6
3,Mar,2011,Switzerland,32.2
2,Feb,2011,Switzerland,31.9
1,Jan,2011,Switzerland,32.1
12,Dec,2009,Switzerland,89.7
11,Nov,2009,Switzerland,89.6
10,Oct,2009,Switzerland,85.3
9,Sep,2009,Switzerland,82.7
8,Aug,2009,Switzerland,82
7,Jul,2009,Switzerland,81.9
6,Jun,2009,Switzerland,72
5,May,2009,Switzerland,63.7
4,Apr,2009,Switzerland,64.2
3,Mar,2009,Switzerland,67.7
2,Feb,2009,Switzerland,68.2
1,Jan,2009,Switzerland,62.1
12,Dec,2008,Switzerland,71.8
11,Nov,2008,Switzerland,70.2
10,Oct,2008,Switzerland,65.9
9,Sep,2008,Switzerland,63
8,Aug,2008,Switzerland,66.2
7,Jul,2008,Switzerland,67.9
6,Jun,2008,Switzerland,39.6
5,May,2008,Switzerland,38.9
4,Apr,2008,Switzerland,42.2
3,Mar,2008,Switzerland,40.8
2,Feb,2008,Switzerland,38.4
1,Jan,2008,Switzerland,38.9
12,Dec,2007,Switzerland,39.8
11,Nov,2007,Switzerland,40.2
10,Oct,2007,Switzerland,38.8
9,Sep,2007,Switzerland,36.6
8,Aug,2007,Switzerland,37.8
7,Jul,2007,Switzerland,36.3
6,Jun,2007,Switzerland,33
5,May,2007,Switzerland,34.4
4,Apr,2007,Switzerland,32.1
3,Mar,2007,Switzerland,28.8
2,Feb,2007,Switzerland,31.2
1,Jan,2007,Switzerland,29.9
12,Dec,2006,Switzerland,52.1
11,Nov,2006,Switzerland,51
10,Oct,2006,Switzerland,46.4
9,Sep,2006,Switzerland,44.9
8,Aug,2006,Switzerland,43.1
7,Jul,2006,Switzerland,31.7
6,Jun,2006,Switzerland,33.4
5,May,2006,Switzerland,32.9
4,Apr,2006,Switzerland,30.8
3,Mar,2006,Switzerland,31.4
2,Feb,2006,Switzerland,33.3
1,Jan,2006,Switzerland,30.1
12,Dec,2005,Switzerland,35.6
11,Nov,2005,Switzerland,36.6
10,Oct,2005,Switzerland,36.7
9,Sep,2005,Switzerland,37.6
8,Aug,2005,Switzerland,38.2
7,Jul,2005,Switzerland,36.9
6,Jun,2005,Switzerland,43.5
5,May,2005,Switzerland,45
4,Apr,2005,Switzerland,45.8
3,Mar,2005,Switzerland,42.8
2,Feb,2005,Switzerland,43.2
1,Jan,2005,Switzerland,41.9
12,Dec,2004,Switzerland,41.7
11,Nov,2004,Switzerland,41.5
10,Oct,2004,Switzerland,41.9
9,Sep,2004,Switzerland,39.7
8,Aug,2004,Switzerland,40
7,Jul,2004,Switzerland,39.2
6,Jun,2004,Switzerland,49.7
5,May,2004,Switzerland,48.8
4,Apr,2004,Switzerland,50.8
3,Mar,2004,Switzerland,48.3
2,Feb,2004,Switzerland,48
1,Jan,2004,Switzerland,44.8
12,Dec,2003,Switzerland,42.6
11,Nov,2003,Switzerland,42.8
10,Oct,2003,Switzerland,40.4
9,Sep,2003,Switzerland,40.4
8,Aug,2003,Switzerland,41.1
7,Jul,2003,Switzerland,39.4
6,Jun,2003,Switzerland,39.8
5,May,2003,Switzerland,39.5
4,Apr,2003,Switzerland,40.9
3,Mar,2003,Switzerland,42.4
2,Feb,2003,Switzerland,42.3
1,Jan,2003,Switzerland,47.7
12,Dec,2002,Switzerland,34
11,Nov,2002,Switzerland,38.3
10,Oct,2002,Switzerland,34.6
9,Sep,2002,Switzerland,35.4
8,Aug,2002,Switzerland,34.2
7,Jul,2002,Switzerland,35
6,Jun,2002,Switzerland,19.6
5,May,2002,Switzerland,19
4,Apr,2002,Switzerland,18.6
3,Mar,2002,Switzerland,21.3
2,Feb,2002,Switzerland,18.1
1,Jan,2002,Switzerland,18.4
12,Dec,2001,Switzerland,22.4
11,Nov,2001,Switzerland,22.2
10,Oct,2001,Switzerland,21.8
9,Sep,2001,Switzerland,21.5
8,Aug,2001,Switzerland,21.6
7,Jul,2001,Switzerland,21.6
5,May,2001,Switzerland,21.2
4,Apr,2001,Switzerland,21.3
3,Mar,2001,Switzerland,20.7
2,Feb,2001,Switzerland,28.7
1,Jan,2001,Switzerland,29.4
12,Dec,2000,Switzerland,29.6
11,Nov,2000,Switzerland,27.3
10,Oct,2000,Switzerland,28.3
9,Sep,2000,Switzerland,28.1
8,Aug,2000,Switzerland,27.5
7,Jul,2000,Switzerland,28.1
6,Jun,2000,Switzerland,28.9
5,May,2000,Switzerland,25.8
4,Apr,2000,Switzerland,25
3,Mar,2000,Switzerland,24.7
12,Dec,2024,Taiwan,282.5
11,Nov,2024,Taiwan,286
10,Oct,2024,Taiwan,287.9
9,Sep,2024,Taiwan,291.1
8,Aug,2024,Taiwan,287.1
7,Jul,2024,Taiwan,277.3
6,Jun,2024,Taiwan,267.9
5,May,2024,Taiwan,265.4
4,Apr,2024,Taiwan,259.3
3,Mar,2024,Taiwan,261
2,Feb,2024,Taiwan,257.5
1,Jan,2024,Taiwan,257.6
12,Dec,2023,Taiwan,238
11,Nov,2023,Taiwan,211.1
10,Oct,2023,Taiwan,199.1
9,Sep,2023,Taiwan,197
8,Aug,2023,Taiwan,202.6
7,Jul,2023,Taiwan,205.9
6,Jun,2023,Taiwan,198.9
5,May,2023,Taiwan,216.1
4,Apr,2023,Taiwan,222.2
3,Mar,2023,Taiwan,223.1
2,Feb,2023,Taiwan,212.5
1,Jan,2023,Taiwan,221
12,Dec,2022,Taiwan,217.4
11,Nov,2022,Taiwan,225.9
10,Oct,2022,Taiwan,220.1
9,Sep,2022,Taiwan,221.8
8,Aug,2022,Taiwan,227.3
7,Jul,2022,Taiwan,232.9
6,Jun,2022,Taiwan,226.1
5,May,2022,Taiwan,228.4
4,Apr,2022,Taiwan,229.2
3,Mar,2022,Taiwan,233.3
2,Feb,2022,Taiwan,237.4
1,Jan,2022,Taiwan,236.1
12,Dec,2021,Taiwan,225.2
11,Nov,2021,Taiwan,234.4
10,Oct,2021,Taiwan,233.4
9,Sep,2021,Taiwan,229.5
8,Aug,2021,Taiwan,219.5
7,Jul,2021,Taiwan,227.1
6,Jun,2021,Taiwan,219.2
5,May,2021,Taiwan,224.1
4,Apr,2021,Taiwan,215.9
3,Mar,2021,Taiwan,227
2,Feb,2021,Taiwan,225
1,Jan,2021,Taiwan,223.9
12,Dec,2020,Taiwan,222.9
11,Nov,2020,Taiwan,222.9
10,Oct,2020,Taiwan,221.5
9,Sep,2020,Taiwan,231.6
8,Aug,2020,Taiwan,229
7,Jul,2020,Taiwan,222.3
6,Jun,2020,Taiwan,229.6
5,May,2020,Taiwan,216.7
4,Apr,2020,Taiwan,213.1
3,Mar,2020,Taiwan,209.4
2,Feb,2020,Taiwan,228.2
1,Jan,2020,Taiwan,225.1
12,Dec,2019,Taiwan,193.1
11,Nov,2019,Taiwan,188.6
10,Oct,2019,Taiwan,191.2
9,Sep,2019,Taiwan,189
8,Aug,2019,Taiwan,185.9
7,Jul,2019,Taiwan,178.7
6,Jun,2019,Taiwan,175.1
5,May,2019,Taiwan,172
4,Apr,2019,Taiwan,171.1
3,Mar,2019,Taiwan,168.8
2,Feb,2019,Taiwan,164.9
1,Jan,2019,Taiwan,168.3
12,Dec,2018,Taiwan,172.2
11,Nov,2018,Taiwan,169.9
10,Oct,2018,Taiwan,171.3
9,Sep,2018,Taiwan,176.1
8,Aug,2018,Taiwan,169.5
7,Jul,2018,Taiwan,166.8
6,Jun,2018,Taiwan,164.3
5,May,2018,Taiwan,162.2
4,Apr,2018,Taiwan,159.9
3,Mar,2018,Taiwan,151.2
2,Feb,2018,Taiwan,150.9
1,Jan,2018,Taiwan,143.7
12,Dec,2017,Taiwan,147.4
11,Nov,2017,Taiwan,147.6
10,Oct,2017,Taiwan,145.2
9,Sep,2017,Taiwan,136.7
8,Aug,2017,Taiwan,137.9
7,Jul,2017,Taiwan,142.5
6,Jun,2017,Taiwan,142
5,May,2017,Taiwan,134
4,Apr,2017,Taiwan,126.8
3,Mar,2017,Taiwan,124.5
2,Feb,2017,Taiwan,116.7
1,Jan,2017,Taiwan,112.3
12,Dec,2015,Taiwan,121.7
11,Nov,2015,Taiwan,143.6
10,Oct,2015,Taiwan,138.3
9,Sep,2015,Taiwan,135.8
8,Aug,2015,Taiwan,110.7
7,Jul,2015,Taiwan,155.5
6,Jun,2015,Taiwan,207.7
5,May,2015,Taiwan,202.8
4,Apr,2015,Taiwan,228.9
3,Mar,2015,Taiwan,252.8
2,Feb,2015,Taiwan,345.3
1,Jan,2015,Taiwan,354.6
12,Dec,2014,Taiwan,171.8
11,Nov,2014,Taiwan,166.6
10,Oct,2014,Taiwan,162.5
9,Sep,2014,Taiwan,156.1
8,Aug,2014,Taiwan,150.5
7,Jul,2014,Taiwan,145.6
6,Jun,2014,Taiwan,145.3
5,May,2014,Taiwan,141.5
4,Apr,2014,Taiwan,141.2
3,Mar,2014,Taiwan,144.8
2,Feb,2014,Taiwan,136.9
1,Jan,2014,Taiwan,135.5
12,Dec,2013,Taiwan,138.6
11,Nov,2013,Taiwan,139.9
10,Oct,2013,Taiwan,149.9
9,Sep,2013,Taiwan,140.5
8,Aug,2013,Taiwan,136
7,Jul,2013,Taiwan,131.6
6,Jun,2013,Taiwan,138
5,May,2013,Taiwan,143.4
4,Apr,2013,Taiwan,149.4
3,Mar,2013,Taiwan,153
2,Feb,2013,Taiwan,164.9
1,Jan,2013,Taiwan,164.4
12,Dec,2012,Taiwan,123
11,Nov,2012,Taiwan,124.9
10,Oct,2012,Taiwan,125.7
9,Sep,2012,Taiwan,129.8
8,Aug,2012,Taiwan,129.3
7,Jul,2012,Taiwan,127.7
6,Jun,2012,Taiwan,129.6
5,May,2012,Taiwan,131.4
4,Apr,2012,Taiwan,131
3,Mar,2012,Taiwan,118.6
2,Feb,2012,Taiwan,113.6
1,Jan,2012,Taiwan,109.7
12,Dec,2011,Taiwan,121.7
11,Nov,2011,Taiwan,107.9
10,Oct,2011,Taiwan,113.3
9,Sep,2011,Taiwan,111.6
8,Aug,2011,Taiwan,102
7,Jul,2011,Taiwan,105.9
6,Jun,2011,Taiwan,118.4
5,May,2011,Taiwan,121.6
4,Apr,2011,Taiwan,121.9
3,Mar,2011,Taiwan,121.6
2,Feb,2011,Taiwan,123.9
1,Jan,2011,Taiwan,127.6
12,Dec,2009,Taiwan,88.4
11,Nov,2009,Taiwan,80.2
10,Oct,2009,Taiwan,79.5
9,Sep,2009,Taiwan,87.5
8,Aug,2009,Taiwan,83
7,Jul,2009,Taiwan,80.8
6,Jun,2009,Taiwan,104.3
5,May,2009,Taiwan,96.2
4,Apr,2009,Taiwan,97.4
3,Mar,2009,Taiwan,106
2,Feb,2009,Taiwan,92.1
1,Jan,2009,Taiwan,87
12,Dec,2008,Taiwan,62.3
11,Nov,2008,Taiwan,63.8
10,Oct,2008,Taiwan,62
9,Sep,2008,Taiwan,49.7
8,Aug,2008,Taiwan,45.9
7,Jul,2008,Taiwan,45.7
6,Jun,2008,Taiwan,44.3
5,May,2008,Taiwan,41.9
4,Apr,2008,Taiwan,42.4
3,Mar,2008,Taiwan,41.2
2,Feb,2008,Taiwan,39.4
1,Jan,2008,Taiwan,39.2
12,Dec,2007,Taiwan,39.2
11,Nov,2007,Taiwan,37.8
10,Oct,2007,Taiwan,37
9,Sep,2007,Taiwan,39.4
8,Aug,2007,Taiwan,42.6
7,Jul,2007,Taiwan,44.4
6,Jun,2007,Taiwan,50
5,May,2007,Taiwan,52.1
4,Apr,2007,Taiwan,54.1
3,Mar,2007,Taiwan,57.9
2,Feb,2007,Taiwan,56.9
1,Jan,2007,Taiwan,62.3
12,Dec,2006,Taiwan,46
11,Nov,2006,Taiwan,45.6
10,Oct,2006,Taiwan,46.1
9,Sep,2006,Taiwan,46.3
8,Aug,2006,Taiwan,44.7
7,Jul,2006,Taiwan,43.2
6,Jun,2006,Taiwan,49
5,May,2006,Taiwan,47.5
4,Apr,2006,Taiwan,47
3,Mar,2006,Taiwan,46.7
2,Feb,2006,Taiwan,47.9
1,Jan,2006,Taiwan,48
12,Dec,2005,Taiwan,35
11,Nov,2005,Taiwan,36.6
10,Oct,2005,Taiwan,34.9
9,Sep,2005,Taiwan,32.1
8,Aug,2005,Taiwan,32.9
7,Jul,2005,Taiwan,32
6,Jun,2005,Taiwan,31.9
5,May,2005,Taiwan,31.1
4,Apr,2005,Taiwan,31.6
3,Mar,2005,Taiwan,32.5
2,Feb,2005,Taiwan,33
1,Jan,2005,Taiwan,33.5
12,Dec,2004,Taiwan,41.4
11,Nov,2004,Taiwan,40.5
10,Oct,2004,Taiwan,40.3
9,Sep,2004,Taiwan,39.6
8,Aug,2004,Taiwan,39.7
7,Jul,2004,Taiwan,39.6
6,Jun,2004,Taiwan,27.1
5,May,2004,Taiwan,25.5
4,Apr,2004,Taiwan,26.2
3,Mar,2004,Taiwan,27.8
2,Feb,2004,Taiwan,27.7
1,Jan,2004,Taiwan,26.1
12,Dec,2003,Taiwan,27.4
11,Nov,2003,Taiwan,26.3
10,Oct,2003,Taiwan,24.2
9,Sep,2003,Taiwan,24.5
8,Aug,2003,Taiwan,25.5
7,Jul,2003,Taiwan,25.4
6,Jun,2003,Taiwan,26.8
5,May,2003,Taiwan,24.8
4,Apr,2003,Taiwan,24.8
3,Mar,2003,Taiwan,25.4
2,Feb,2003,Taiwan,26.2
1,Jan,2003,Taiwan,24.5
12,Dec,2002,Taiwan,24.9
11,Nov,2002,Taiwan,24.8
10,Oct,2002,Taiwan,25.2
9,Sep,2002,Taiwan,23.7
8,Aug,2002,Taiwan,23.9
7,Jul,2002,Taiwan,23.8
6,Jun,2002,Taiwan,22.2
5,May,2002,Taiwan,21.9
4,Apr,2002,Taiwan,22.3
3,Mar,2002,Taiwan,21.8
2,Feb,2002,Taiwan,20.5
1,Jan,2002,Taiwan,19.9
12,Dec,2001,Taiwan,20.6
11,Nov,2001,Taiwan,22.6
10,Oct,2001,Taiwan,24.3
9,Sep,2001,Taiwan,24
8,Aug,2001,Taiwan,25.5
7,Jul,2001,Taiwan,24.4
5,May,2001,Taiwan,22.6
4,Apr,2001,Taiwan,21.8
3,Mar,2001,Taiwan,24.7
2,Feb,2001,Taiwan,23.4
1,Jan,2001,Taiwan,22
12,Dec,2000,Taiwan,27.9
11,Nov,2000,Taiwan,28.4
10,Oct,2000,Taiwan,29.7
9,Sep,2000,Taiwan,31.5
8,Aug,2000,Taiwan,33.8
7,Jul,2000,Taiwan,34.5
6,Jun,2000,Taiwan,34
5,May,2000,Taiwan,32.8
4,Apr,2000,Taiwan,33.2
3,Mar,2000,Taiwan,35.2
12,Dec,2024,Hong Kong,255
11,Nov,2024,Hong Kong,265.8
10,Oct,2024,Hong Kong,261.8
9,Sep,2024,Hong Kong,243.7
8,Aug,2024,Hong Kong,243.7
7,Jul,2024,Hong Kong,238.6
6,Jun,2024,Hong Kong,226.6
5,May,2024,Hong Kong,224.2
4,Apr,2024,Hong Kong,226.6
3,Mar,2024,Hong Kong,208.2
2,Feb,2024,Hong Kong,216.7
1,Jan,2024,Hong Kong,232.7
12,Dec,2023,Hong Kong,236.7
11,Nov,2023,Hong Kong,244.7
10,Oct,2023,Hong Kong,222.4
9,Sep,2023,Hong Kong,215.6
8,Aug,2023,Hong Kong,217.3
7,Jul,2023,Hong Kong,219.3
6,Jun,2023,Hong Kong,207.8
5,May,2023,Hong Kong,202
4,Apr,2023,Hong Kong,187.2
3,Mar,2023,Hong Kong,173.9
2,Feb,2023,Hong Kong,171.1
1,Jan,2023,Hong Kong,178.4
12,Dec,2022,Hong Kong,215.1
11,Nov,2022,Hong Kong,228.8
10,Oct,2022,Hong Kong,218.2
9,Sep,2022,Hong Kong,199.9
8,Aug,2022,Hong Kong,228.2
7,Jul,2022,Hong Kong,227.9
6,Jun,2022,Hong Kong,206.2
5,May,2022,Hong Kong,225.5
4,Apr,2022,Hong Kong,234.7
3,Mar,2022,Hong Kong,236.5
2,Feb,2022,Hong Kong,224.1
1,Jan,2022,Hong Kong,217.6
12,Dec,2021,Hong Kong,223.9
11,Nov,2021,Hong Kong,227.3
10,Oct,2021,Hong Kong,239.7
9,Sep,2021,Hong Kong,242
8,Aug,2021,Hong Kong,238.1
7,Jul,2021,Hong Kong,235.9
6,Jun,2021,Hong Kong,226.7
5,May,2021,Hong Kong,108.8
4,Apr,2021,Hong Kong,107.2
3,Mar,2021,Hong Kong,114.4
2,Feb,2021,Hong Kong,108.7
1,Jan,2021,Hong Kong,121.5
12,Dec,2020,Hong Kong,216.2
11,Nov,2020,Hong Kong,220.2
10,Oct,2020,Hong Kong,222.4
9,Sep,2020,Hong Kong,213.5
8,Aug,2020,Hong Kong,196.5
7,Jul,2020,Hong Kong,194.6
6,Jun,2020,Hong Kong,182.7
5,May,2020,Hong Kong,169.9
4,Apr,2020,Hong Kong,157.4
3,Mar,2020,Hong Kong,156.5
2,Feb,2020,Hong Kong,177.5
1,Jan,2020,Hong Kong,164.3
12,Dec,2019,Hong Kong,179.8
11,Nov,2019,Hong Kong,179.7
10,Oct,2019,Hong Kong,178.9
9,Sep,2019,Hong Kong,181.5
8,Aug,2019,Hong Kong,183.8
7,Jul,2019,Hong Kong,180.8
6,Jun,2019,Hong Kong,179.6
5,May,2019,Hong Kong,179
4,Apr,2019,Hong Kong,176.6
3,Mar,2019,Hong Kong,170
2,Feb,2019,Hong Kong,167.6
1,Jan,2019,Hong Kong,163.3
12,Dec,2018,Hong Kong,157.3
11,Nov,2018,Hong Kong,155.4
10,Oct,2018,Hong Kong,162.4
9,Sep,2018,Hong Kong,166.5
8,Aug,2018,Hong Kong,163.2
7,Jul,2018,Hong Kong,164.2
6,Jun,2018,Hong Kong,162.6
5,May,2018,Hong Kong,164.8
4,Apr,2018,Hong Kong,168.1
3,Mar,2018,Hong Kong,170.1
2,Feb,2018,Hong Kong,170.7
1,Jan,2018,Hong Kong,175.4
12,Dec,2017,Hong Kong,144.7
11,Nov,2017,Hong Kong,140.8
10,Oct,2017,Hong Kong,141.4
