month,month_name,year,country,debt
12,Dec,2024,Japan,1061.5
11,Nov,2024,Japan,1087.1
10,Oct,2024,Japan,1101.6
9,Sep,2024,Japan,1095.5
8,Aug,2024,Japan,1106
7,Jul,2024,Japan,1093.5
6,Jun,2024,Japan,1091.4
5,May,2024,Japan,1106
4,Apr,2024,Japan,1126.1
3,Mar,2024,Japan,1167
2,Feb,2024,Japan,1147.6
1,Jan,2024,Japan,1140.6
12,Dec,2023,Japan,1115.3
11,Nov,2023,Japan,1127.5
10,Oct,2023,Japan,1098.2
9,Sep,2023,Japan,1086.4
8,Aug,2023,Japan,1115.5
7,Jul,2023,Japan,1111.8
6,Jun,2023,Japan,1104.1
5,May,2023,Japan,1096.1
4,Apr,2023,Japan,1125.8
3,Mar,2023,Japan,1086.6
2,Feb,2023,Japan,1080.7
1,Jan,2023,Japan,1102.9
12,Dec,2022,Japan,1075.1
11,Nov,2022,Japan,1081.8
10,Oct,2022,Japan,1064.4
9,Sep,2022,Japan,1116.4
8,Aug,2022,Japan,1196
7,Jul,2022,Japan,1230.7
6,Jun,2022,Japan,1232.7
5,May,2022,Japan,1219.9
4,Apr,2022,Japan,1215
3,Mar,2022,Japan,1229
2,Feb,2022,Japan,1303
1,Jan,2022,Japan,1299.9
12,Dec,2021,Japan,1300.8
11,Nov,2021,Japan,1325.5
10,Oct,2021,Japan,1320.4
9,Sep,2021,Japan,1299.6
8,Aug,2021,Japan,1319.7
7,Jul,2021,Japan,1310.2
6,Jun,2021,Japan,1279.7
5,May,2021,Japan,1266.2
4,Apr,2021,Japan,1276.8
3,Mar,2021,Japan,1240.5
2,Feb,2021,Japan,1258
1,Jan,2021,Japan,1276.9
12,Dec,2020,Japan,1251.3
11,Nov,2020,Japan,1260.8
10,Oct,2020,Japan,1273.1
9,Sep,2020,Japan,1276.2
8,Aug,2020,Japan,1278.4
7,Jul,2020,Japan,1293
6,Jun,2020,Japan,1261.6
5,May,2020,Japan,1260.4
4,Apr,2020,Japan,1266.5
3,Mar,2020,Japan,1272.6
2,Feb,2020,Japan,1268.6
1,Jan,2020,Japan,1211.8
12,Dec,2019,Japan,1155.2
11,Nov,2019,Japan,1160.6
10,Oct,2019,Japan,1168.5
9,Sep,2019,Japan,1146.2
8,Aug,2019,Japan,1174.6
7,Jul,2019,Japan,1131.2
6,Jun,2019,Japan,1122.8
5,May,2019,Japan,1101
4,Apr,2019,Japan,1064
3,Mar,2019,Japan,1078.1
2,Feb,2019,Japan,1068.8
1,Jan,2019,Japan,1064.9
12,Dec,2018,Japan,1124.3
11,Nov,2018,Japan,1121.4
10,Oct,2018,Japan,1138.9
9,Sep,2018,Japan,1151.4
8,Aug,2018,Japan,1165.1
7,Jul,2018,Japan,1171
6,Jun,2018,Japan,1191.2
5,May,2018,Japan,1183.1
4,Apr,2018,Japan,1181.9
3,Mar,2018,Japan,1187.7
2,Feb,2018,Japan,1176.7
1,Jan,2018,Japan,1168.2
12,Dec,2017,Japan,1184.9
11,Nov,2017,Japan,1176.6
10,Oct,2017,Japan,1189.2
9,Sep,2017,Japan,1182.3
8,Aug,2017,Japan,1201.7
7,Jul,2017,Japan,1166.9
6,Jun,2017,Japan,1146.5
5,May,2017,Japan,1102.2
4,Apr,2017,Japan,1092.2
3,Mar,2017,Japan,1088.1
2,Feb,2017,Japan,1059.7
1,Jan,2017,Japan,1051.1
12,Dec,2015,Japan,1246.1
11,Nov,2015,Japan,1264.5
10,Oct,2015,Japan,1254.8
9,Sep,2015,Japan,1258
8,Aug,2015,Japan,1270.5
7,Jul,2015,Japan,1268.8
6,Jun,2015,Japan,1271.2
5,May,2015,Japan,1270.3
4,Apr,2015,Japan,1263.4
3,Mar,2015,Japan,1261
2,Feb,2015,Japan,1223.7
1,Jan,2015,Japan,1239.1
12,Dec,2014,Japan,1244.3
11,Nov,2014,Japan,1250.4
10,Oct,2014,Japan,1252.7
9,Sep,2014,Japan,1266.3
8,Aug,2014,Japan,1269.7
7,Jul,2014,Japan,1264.9
6,Jun,2014,Japan,1268.4
5,May,2014,Japan,1270.9
4,Apr,2014,Japan,1263.2
3,Mar,2014,Japan,1272.1
2,Feb,2014,Japan,1272.9
1,Jan,2014,Japan,1275.6
12,Dec,2013,Japan,1270.1
11,Nov,2013,Japan,1316.7
10,Oct,2013,Japan,1304.5
9,Sep,2013,Japan,1293.8
8,Aug,2013,Japan,1268.1
7,Jul,2013,Japan,1279.3
6,Jun,2013,Japan,1275.8
5,May,2013,Japan,1297.3
4,Apr,2013,Japan,1290.7
3,Mar,2013,Japan,1270.3
2,Feb,2013,Japan,1251.9
1,Jan,2013,Japan,1214.2
12,Dec,2012,Japan,1220.4
11,Nov,2012,Japan,1183.1
10,Oct,2012,Japan,1169.9
9,Sep,2012,Japan,1153.6
8,Aug,2012,Japan,1155.2
7,Jul,2012,Japan,1160
6,Jun,2012,Japan,1147
5,May,2012,Japan,1164
4,Apr,2012,Japan,1164.4
3,Mar,2012,Japan,1144
2,Feb,2012,Japan,1155.2
1,Jan,2012,Japan,1166.2
12,Dec,2011,Japan,1151.9
11,Nov,2011,Japan,1254.6
10,Oct,2011,Japan,1256
9,Sep,2011,Japan,1270.2
8,Aug,2011,Japan,1278.5
7,Jul,2011,Japan,1314.9
6,Jun,2011,Japan,1165.5
5,May,2011,Japan,1159.8
4,Apr,2011,Japan,1152.5
3,Mar,2011,Japan,1144.9
2,Feb,2011,Japan,1154.1
1,Jan,2011,Japan,1154.7
12,Dec,2009,Japan,894.8
11,Nov,2009,Japan,929
10,Oct,2009,Japan,938.3
9,Sep,2009,Japan,938.3
8,Aug,2009,Japan,936.5
7,Jul,2009,Japan,939.9
6,Jun,2009,Japan,776.4
5,May,2009,Japan,801.5
4,Apr,2009,Japan,763.5
3,Mar,2009,Japan,767.9
2,Feb,2009,Japan,744.2
1,Jan,2009,Japan,739.6
12,Dec,2008,Japan,727.4
11,Nov,2008,Japan,713.2
10,Oct,2008,Japan,684.1
9,Sep,2008,Japan,618.2
8,Aug,2008,Japan,573.7
7,Jul,2008,Japan,550
6,Jun,2008,Japan,503.8
5,May,2008,Japan,506.8
4,Apr,2008,Japan,502
3,Mar,2008,Japan,490.6
2,Feb,2008,Japan,486.9
1,Jan,2008,Japan,492.6
12,Dec,2007,Japan,579.9
11,Nov,2007,Japan,589.6
10,Oct,2007,Japan,601.8
9,Sep,2007,Japan,591.9
8,Aug,2007,Japan,595.8
7,Jul,2007,Japan,620.6
6,Jun,2007,Japan,612.9
5,May,2007,Japan,615
4,Apr,2007,Japan,614.6
3,Mar,2007,Japan,611.4
2,Feb,2007,Japan,616.4
1,Jan,2007,Japan,627.2
12,Dec,2006,Japan,622.9
11,Nov,2006,Japan,615.9
10,Oct,2006,Japan,618.1
9,Sep,2006,Japan,618.1
8,Aug,2006,Japan,623.5
7,Jul,2006,Japan,614.9
6,Jun,2006,Japan,635.4
5,May,2006,Japan,636.1
4,Apr,2006,Japan,639.4
3,Mar,2006,Japan,639
2,Feb,2006,Japan,656.4
1,Jan,2006,Japan,653.4
12,Dec,2005,Japan,670
11,Nov,2005,Japan,667.9
10,Oct,2005,Japan,667.6
9,Sep,2005,Japan,672.8
8,Aug,2005,Japan,670
7,Jul,2005,Japan,669.4
6,Jun,2005,Japan,681.2
5,May,2005,Japan,686.8
4,Apr,2005,Japan,688.2
3,Mar,2005,Japan,681.6
2,Feb,2005,Japan,680.8
1,Jan,2005,Japan,679.5
12,Dec,2004,Japan,689.9
11,Nov,2004,Japan,693.1
10,Oct,2004,Japan,692.3
9,Sep,2004,Japan,698.9
8,Aug,2004,Japan,699.4
7,Jul,2004,Japan,675.4
6,Jun,2004,Japan,688.4
5,May,2004,Japan,666.4
4,Apr,2004,Japan,651.8
3,Mar,2004,Japan,645.3
2,Feb,2004,Japan,613.2
1,Jan,2004,Japan,582.6
12,Dec,2003,Japan,550.8
11,Nov,2003,Japan,531.1
10,Oct,2003,Japan,507.7
9,Sep,2003,Japan,491.2
8,Aug,2003,Japan,471.4
7,Jul,2003,Japan,463.1
6,Jun,2003,Japan,453.1
5,May,2003,Japan,441.4
4,Apr,2003,Japan,401.8
3,Mar,2003,Japan,399.3
2,Feb,2003,Japan,391.1
1,Jan,2003,Japan,385
12,Dec,2002,Japan,378.1
11,Nov,2002,Japan,374.9
10,Oct,2002,Japan,373.1
9,Sep,2002,Japan,373.8
8,Aug,2002,Japan,364.6
7,Jul,2002,Japan,361.8
6,Jun,2002,Japan,335.8
5,May,2002,Japan,317.8
4,Apr,2002,Japan,314.6
3,Mar,2002,Japan,312.6
2,Feb,2002,Japan,311.9
1,Jan,2002,Japan,310.6
12,Dec,2001,Japan,317.9
11,Nov,2001,Japan,315.4
10,Oct,2001,Japan,314.5
9,Sep,2001,Japan,292.9
8,Aug,2001,Japan,293.1
7,Jul,2001,Japan,295.3
5,May,2001,Japan,306.7
4,Apr,2001,Japan,305.9
3,Mar,2001,Japan,307.1
2,Feb,2001,Japan,312.5
1,Jan,2001,Japan,312.3
12,Dec,2000,Japan,317.7
11,Nov,2000,Japan,321.7
10,Oct,2000,Japan,317.7
9,Sep,2000,Japan,317.3
8,Aug,2000,Japan,317.8
7,Jul,2000,Japan,319.6
6,Jun,2000,Japan,318.8
5,May,2000,Japan,319.4
4,Apr,2000,Japan,322.4
3,Mar,2000,Japan,307.6
12,Dec,2024,China,759
11,Nov,2024,China,768.6
10,Oct,2024,China,760.1
9,Sep,2024,China,772
8,Aug,2024,China,774.6
7,Jul,2024,China,776.5
6,Jun,2024,China,780.2
5,May,2024,China,768.3
4,Apr,2024,China,770.7
3,Mar,2024,China,767.4
2,Feb,2024,China,775
1,Jan,2024,China,797.7
12,Dec,2023,China,816.3
11,Nov,2023,China,782
10,Oct,2023,China,769.6
9,Sep,2023,China,778.1
8,Aug,2023,China,805.4
7,Jul,2023,China,821.8
6,Jun,2023,China,835.8
5,May,2023,China,846.7
4,Apr,2023,China,868.9
3,Mar,2023,China,869.3
2,Feb,2023,China,849
1,Jan,2023,China,859.3
12,Dec,2022,China,867.1
11,Nov,2022,China,870.3
10,Oct,2022,China,877.9
9,Sep,2022,China,901.7
8,Aug,2022,China,938.6
7,Jul,2022,China,939.2
6,Jun,2022,China,938.8
5,May,2022,China,951.8
4,Apr,2022,China,976
3,Mar,2022,China,1013.2
2,Feb,2022,China,1028.7
1,Jan,2022,China,1033.8
12,Dec,2021,China,1040.3
11,Nov,2021,China,1052.9
10,Oct,2021,China,1065.4
9,Sep,2021,China,1047.5
8,Aug,2021,China,1047
7,Jul,2021,China,1068.3
6,Jun,2021,China,1061.8
5,May,2021,China,1078.4
4,Apr,2021,China,1096.1
3,Mar,2021,China,1100.4
2,Feb,2021,China,1104.2
1,Jan,2021,China,1095.2
12,Dec,2020,China,1072.3
11,Nov,2020,China,1063
10,Oct,2020,China,1054
9,Sep,2020,China,1061.7
8,Aug,2020,China,1068
7,Jul,2020,China,1073.4
6,Jun,2020,China,1074.4
5,May,2020,China,1083.7
4,Apr,2020,China,1072.8
3,Mar,2020,China,1081.6
2,Feb,2020,China,1092.3
1,Jan,2020,China,1078.6
12,Dec,2019,China,1069.9
11,Nov,2019,China,1089.1
10,Oct,2019,China,1101.5
9,Sep,2019,China,1102.4
8,Aug,2019,China,1103.5
7,Jul,2019,China,1110.3
6,Jun,2019,China,1112.5
5,May,2019,China,1110.2
4,Apr,2019,China,1113
3,Mar,2019,China,1120.5
2,Feb,2019,China,1130.9
1,Jan,2019,China,1126.7
12,Dec,2018,China,1039.7
11,Nov,2018,China,1036.6
10,Oct,2018,China,1018.5
9,Sep,2018,China,1028
8,Aug,2018,China,1029.9
7,Jul,2018,China,1035.5
6,Jun,2018,China,1032.5
5,May,2018,China,1048.9
4,Apr,2018,China,1031.8
3,Mar,2018,China,1044.4
2,Feb,2018,China,1060.1
1,Jan,2018,China,1066
12,Dec,2017,China,1061.6
11,Nov,2017,China,1084.1
10,Oct,2017,China,1094
9,Sep,2017,China,1096
8,Aug,2017,China,1101.7
7,Jul,2017,China,1113.3
6,Jun,2017,China,1090.3
5,May,2017,China,1111.5
4,Apr,2017,China,1106.9
3,Mar,2017,China,1120.7
2,Feb,2017,China,1115.7
1,Jan,2017,China,1102.5
12,Dec,2015,China,1122.4
11,Nov,2015,China,1144.9
10,Oct,2015,China,1149.2
9,Sep,2015,China,1177.1
8,Aug,2015,China,1197
7,Jul,2015,China,1200.8
6,Jun,2015,China,1197.1
5,May,2015,China,1214.9
4,Apr,2015,China,1215.9
3,Mar,2015,China,1224.7
2,Feb,2015,China,1224.4
1,Jan,2015,China,1238.6
12,Dec,2014,China,1230.9
11,Nov,2014,China,1241.5
10,Oct,2014,China,1222.4
9,Sep,2014,China,1221.8
8,Aug,2014,China,1230.1
7,Jul,2014,China,1219
6,Jun,2014,China,1219.3
5,May,2014,China,1220.1
4,Apr,2014,China,1209.7
3,Mar,2014,China,1200.2
2,Feb,2014,China,1210.8
1,Jan,2014,China,1201.4
12,Dec,2013,China,1182.5
11,Nov,2013,China,1186.4
10,Oct,2013,China,1174.4
9,Sep,2013,China,1178.1
8,Aug,2013,China,1149.1
7,Jul,2013,China,1135.4
6,Jun,2013,China,1083.3
5,May,2013,China,1103.7
4,Apr,2013,China,1112.7
3,Mar,2013,China,1114.3
2,Feb,2013,China,1105.5
1,Jan,2013,China,1103.9
12,Dec,2012,China,1111.2
11,Nov,2012,China,1117.7
10,Oct,2012,China,1131.9
9,Sep,2012,China,1128.5
8,Aug,2012,China,1120.9
7,Jul,2012,China,1119.8
6,Jun,2012,China,1108.4
5,May,2012,China,1107.2
4,Apr,2012,China,1087.9
3,Mar,2012,China,1080.4
2,Feb,2012,China,1088.6
1,Jan,2012,China,1080.8
12,Dec,2011,China,1058.1
11,Nov,2011,China,1066.2
10,Oct,2011,China,1006.2
9,Sep,2011,China,984
8,Aug,2011,China,906.7
7,Jul,2011,China,884.9
6,Jun,2011,China,911.1
5,May,2011,China,912.4
4,Apr,2011,China,906.7
3,Mar,2011,China,908.1
2,Feb,2011,China,890.4
1,Jan,2011,China,886
12,Dec,2009,China,765.7
11,Nov,2009,China,754.3
10,Oct,2009,China,742.9
9,Sep,2009,China,747.9
8,Aug,2009,China,727.5
7,Jul,2009,China,720.9
6,Jun,2009,China,711.2
5,May,2009,China,677.2
4,Apr,2009,China,685.9
3,Mar,2009,China,686.7
2,Feb,2009,China,661.9
1,Jan,2009,China,634.8
12,Dec,2008,China,626
11,Nov,2008,China,625.2
10,Oct,2008,China,629.6
9,Sep,2008,China,617.5
8,Aug,2008,China,630.3
7,Jul,2008,China,637.6
6,Jun,2008,China,580.4
5,May,2008,China,575.3
4,Apr,2008,China,588.8
3,Mar,2008,China,597.4
2,Feb,2008,China,583.3
1,Jan,2008,China,585.6
12,Dec,2007,China,477.6
11,Nov,2007,China,458.9
10,Oct,2007,China,459.1
9,Sep,2007,China,467.7
8,Aug,2007,China,471.2
7,Jul,2007,China,480
6,Jun,2007,China,405.2
5,May,2007,China,407.5
4,Apr,2007,China,414.2
3,Mar,2007,China,420
2,Feb,2007,China,416
1,Jan,2007,China,401
12,Dec,2006,China,396.9
11,Nov,2006,China,393.8
10,Oct,2006,China,392.2
9,Sep,2006,China,389.7
8,Aug,2006,China,386.5
7,Jul,2006,China,378.2
6,Jun,2006,China,328
5,May,2006,China,324.5
4,Apr,2006,China,321.1
3,Mar,2006,China,319.2
2,Feb,2006,China,318.4
1,Jan,2006,China,313.9
12,Dec,2005,China,310
11,Nov,2005,China,303.9
10,Oct,2005,China,301.7
9,Sep,2005,China,306.3
8,Aug,2005,China,302.1
7,Jul,2005,China,296.4
6,Jun,2005,China,243.3
5,May,2005,China,243.1
4,Apr,2005,China,240.2
3,Mar,2005,China,223.7
2,Feb,2005,China,224.9
1,Jan,2005,China,223.5
12,Dec,2004,China,222.9
11,Nov,2004,China,220.2
10,Oct,2004,China,214.8
9,Sep,2004,China,209.4
8,Aug,2004,China,201.6
7,Jul,2004,China,196.4
6,Jun,2004,China,166.6
5,May,2004,China,165.8
4,Apr,2004,China,163.9
3,Mar,2004,China,158.7
2,Feb,2004,China,155
1,Jan,2004,China,157.6
12,Dec,2003,China,159
11,Nov,2003,China,154.2
10,Oct,2003,China,151.5
9,Sep,2003,China,147.1
8,Aug,2003,China,148.8
7,Jul,2003,China,151.3
6,Jun,2003,China,137.2
5,May,2003,China,135.8
4,Apr,2003,China,134
3,Mar,2003,China,133.2
2,Feb,2003,China,121.8
1,Jan,2003,China,120.7
12,Dec,2002,China,118.4
11,Nov,2002,China,112.4
10,Oct,2002,China,106.5
9,Sep,2002,China,104.7
8,Aug,2002,China,102.3
7,Jul,2002,China,96.9
6,Jun,2002,China,81
5,May,2002,China,81.3
4,Apr,2002,China,82.4
3,Mar,2002,China,84.5
2,Feb,2002,China,76.5
1,Jan,2002,China,77.5
12,Dec,2001,China,78.6
11,Nov,2001,China,77.9
10,Oct,2001,China,72.3
9,Sep,2001,China,72
8,Aug,2001,China,73.4
7,Jul,2001,China,74.2
5,May,2001,China,69.2
4,Apr,2001,China,69.2
3,Mar,2001,China,69.8
2,Feb,2001,China,63.7
1,Jan,2001,China,61.5
12,Dec,2000,China,60.3
11,Nov,2000,China,58.9
10,Oct,2000,China,59.5
9,Sep,2000,China,62.1
8,Aug,2000,China,62.6
7,Jul,2000,China,66.4
6,Jun,2000,China,67.5
5,May,2000,China,72.5
4,Apr,2000,China,71.7
3,Mar,2000,China,71.4
12,Dec,2024,United Kingdom,722.8
11,Nov,2024,United Kingdom,766.9
10,Oct,2024,United Kingdom,746.5
9,Sep,2024,United Kingdom,769.3
8,Aug,2024,United Kingdom,749.2
7,Jul,2024,United Kingdom,733.5
6,Jun,2024,United Kingdom,746.5
5,May,2024,United Kingdom,728.6
4,Apr,2024,United Kingdom,714.6
3,Mar,2024,United Kingdom,736.4
2,Feb,2024,United Kingdom,711.5
1,Jan,2024,United Kingdom,701.8
12,Dec,2023,United Kingdom,688.6
11,Nov,2023,United Kingdom,650.8
10,Oct,2023,United Kingdom,630
9,Sep,2023,United Kingdom,604.7
8,Aug,2023,United Kingdom,627.5
7,Jul,2023,United Kingdom,609.3
6,Jun,2023,United Kingdom,624.4
5,May,2023,United Kingdom,606.6
4,Apr,2023,United Kingdom,625.1
3,Mar,2023,United Kingdom,633.1
2,Feb,2023,United Kingdom,576.5
1,Jan,2023,United Kingdom,598
12,Dec,2022,United Kingdom,573.7
11,Nov,2022,United Kingdom,575.1
10,Oct,2022,United Kingdom,641.3
9,Sep,2022,United Kingdom,664.8
8,Aug,2022,United Kingdom,646.5
7,Jul,2022,United Kingdom,636.6
6,Jun,2022,United Kingdom,617.3
5,May,2022,United Kingdom,636.5
4,Apr,2022,United Kingdom,614.3
3,Mar,2022,United Kingdom,636.5
2,Feb,2022,United Kingdom,627
1,Jan,2022,United Kingdom,610.7
12,Dec,2021,United Kingdom,649.3
11,Nov,2021,United Kingdom,621.8
10,Oct,2021,United Kingdom,580.2
9,Sep,2021,United Kingdom,566.4
8,Aug,2021,United Kingdom,568.9
7,Jul,2021,United Kingdom,541.6
6,Jun,2021,United Kingdom,533.6
5,May,2021,United Kingdom,467.6
4,Apr,2021,United Kingdom,431.7
3,Mar,2021,United Kingdom,443.1
2,Feb,2021,United Kingdom,459.4
1,Jan,2021,United Kingdom,438.7
12,Dec,2020,United Kingdom,440.6
11,Nov,2020,United Kingdom,420.5
10,Oct,2020,United Kingdom,442.8
9,Sep,2020,United Kingdom,428.5
8,Aug,2020,United Kingdom,419.4
7,Jul,2020,United Kingdom,424.6
6,Jun,2020,United Kingdom,445.7
5,May,2020,United Kingdom,445.8
4,Apr,2020,United Kingdom,429.2
3,Mar,2020,United Kingdom,469.7
2,Feb,2020,United Kingdom,477.1
1,Jan,2020,United Kingdom,450.3
12,Dec,2019,United Kingdom,392.1
11,Nov,2019,United Kingdom,400.5
10,Oct,2019,United Kingdom,412.7
9,Sep,2019,United Kingdom,412.7
8,Aug,2019,United Kingdom,434.6
7,Jul,2019,United Kingdom,406.8
6,Jun,2019,United Kingdom,341.1
5,May,2019,United Kingdom,323.1
4,Apr,2019,United Kingdom,300.8
3,Mar,2019,United Kingdom,317.1
2,Feb,2019,United Kingdom,302.5
1,Jan,2019,United Kingdom,290.1
12,Dec,2018,United Kingdom,303.1
11,Nov,2018,United Kingdom,311.4
10,Oct,2018,United Kingdom,313.9
9,Sep,2018,United Kingdom,317
8,Aug,2018,United Kingdom,317.8
7,Jul,2018,United Kingdom,299.7
6,Jun,2018,United Kingdom,300.1
5,May,2018,United Kingdom,299.2
4,Apr,2018,United Kingdom,294.1
3,Mar,2018,United Kingdom,286
2,Feb,2018,United Kingdom,272.9
1,Jan,2018,United Kingdom,265.7
12,Dec,2017,United Kingdom,326.6
11,Nov,2017,United Kingdom,324.3
10,Oct,2017,United Kingdom,312.4
9,Sep,2017,United Kingdom,310.6
8,Aug,2017,United Kingdom,309
7,Jul,2017,United Kingdom,312.3
6,Jun,2017,United Kingdom,304.4
5,May,2017,United Kingdom,297.8
4,Apr,2017,United Kingdom,301.9
3,Mar,2017,United Kingdom,313.9
2,Feb,2017,United Kingdom,309
1,Jan,2017,United Kingdom,293.7
12,Dec,2015,United Kingdom,264.4
11,Nov,2015,United Kingdom,246
10,Oct,2015,United Kingdom,232.4
9,Sep,2015,United Kingdom,222
8,Aug,2015,United Kingdom,215.9
7,Jul,2015,United Kingdom,216.1
6,Jun,2015,United Kingdom,217.7
5,May,2015,United Kingdom,209
4,Apr,2015,United Kingdom,215.7
3,Mar,2015,United Kingdom,214.3
2,Feb,2015,United Kingdom,206.5
1,Jan,2015,United Kingdom,203.7
12,Dec,2014,United Kingdom,335.4
11,Nov,2014,United Kingdom,335.7
10,Oct,2014,United Kingdom,348.1
9,Sep,2014,United Kingdom,353.9
8,Aug,2014,United Kingdom,359.9
7,Jul,2014,United Kingdom,352.6
6,Jun,2014,United Kingdom,364.1
5,May,2014,United Kingdom,362.4
4,Apr,2014,United Kingdom,366.4
3,Mar,2014,United Kingdom,381.4
2,Feb,2014,United Kingdom,341.2
1,Jan,2014,United Kingdom,310.3
12,Dec,2013,United Kingdom,256.8
11,Nov,2013,United Kingdom,200.6
10,Oct,2013,United Kingdom,180.3
9,Sep,2013,United Kingdom,172.5
8,Aug,2013,United Kingdom,166.8
7,Jul,2013,United Kingdom,167.7
6,Jun,2013,United Kingdom,176.2
5,May,2013,United Kingdom,175.2
4,Apr,2013,United Kingdom,185.5
3,Mar,2013,United Kingdom,188.4
2,Feb,2013,United Kingdom,187.3
1,Jan,2013,United Kingdom,185.6
12,Dec,2012,United Kingdom,253.3
11,Nov,2012,United Kingdom,255.9
10,Oct,2012,United Kingdom,254.1
9,Sep,2012,United Kingdom,251.2
8,Aug,2012,United Kingdom,259.8
7,Jul,2012,United Kingdom,256.5
6,Jun,2012,United Kingdom,244.3
5,May,2012,United Kingdom,245.8
4,Apr,2012,United Kingdom,245.9
3,Mar,2012,United Kingdom,238.1
2,Feb,2012,United Kingdom,228.4
1,Jan,2012,United Kingdom,228.2
12,Dec,2011,United Kingdom,260.8
11,Nov,2011,United Kingdom,254.1
10,Oct,2011,United Kingdom,248.3
9,Sep,2011,United Kingdom,252.4
8,Aug,2011,United Kingdom,246
7,Jul,2011,United Kingdom,243.9
6,Jun,2011,United Kingdom,233.1
5,May,2011,United Kingdom,230
4,Apr,2011,United Kingdom,221.6
3,Mar,2011,United Kingdom,222.5
2,Feb,2011,United Kingdom,219
1,Jan,2011,United Kingdom,215.5
12,Dec,2009,United Kingdom,201.1
11,Nov,2009,United Kingdom,202.6
10,Oct,2009,United Kingdom,204.9
9,Sep,2009,United Kingdom,201.3
8,Aug,2009,United Kingdom,209.8
7,Jul,2009,United Kingdom,209.9
6,Jun,2009,United Kingdom,191.2
5,May,2009,United Kingdom,192.9
4,Apr,2009,United Kingdom,189.6
3,Mar,2009,United Kingdom,192
2,Feb,2009,United Kingdom,181.8
1,Jan,2009,United Kingdom,186.6
12,Dec,2008,United Kingdom,197.9
11,Nov,2008,United Kingdom,205.3
10,Oct,2008,United Kingdom,203.8
9,Sep,2008,United Kingdom,169.3
8,Aug,2008,United Kingdom,133
7,Jul,2008,United Kingdom,117.6
6,Jun,2008,United Kingdom,122.4
5,May,2008,United Kingdom,104.5
4,Apr,2008,United Kingdom,117.4
3,Mar,2008,United Kingdom,108.7
2,Feb,2008,United Kingdom,104
1,Jan,2008,United Kingdom,109.2
12,Dec,2007,United Kingdom,157.9
11,Nov,2007,United Kingdom,174.1
10,Oct,2007,United Kingdom,154.9
9,Sep,2007,United Kingdom,119.9
8,Aug,2007,United Kingdom,99.5
7,Jul,2007,United Kingdom,67
6,Jun,2007,United Kingdom,191.9
5,May,2007,United Kingdom,169.2
4,Apr,2007,United Kingdom,135.1
3,Mar,2007,United Kingdom,147.5
2,Feb,2007,United Kingdom,121.6
1,Jan,2007,United Kingdom,104
12,Dec,2006,United Kingdom,110.2
11,Nov,2006,United Kingdom,106.4
10,Oct,2006,United Kingdom,107.2
9,Sep,2006,United Kingdom,113.7
8,Aug,2006,United Kingdom,116.6
7,Jul,2006,United Kingdom,112.4
6,Jun,2006,United Kingdom,101.9
5,May,2006,United Kingdom,103
4,Apr,2006,United Kingdom,99.7
3,Mar,2006,United Kingdom,98.1
2,Feb,2006,United Kingdom,96.2
1,Jan,2006,United Kingdom,89.4
12,Dec,2005,United Kingdom,146
11,Nov,2005,United Kingdom,135.5
10,Oct,2005,United Kingdom,100.3
9,Sep,2005,United Kingdom,95.8
8,Aug,2005,United Kingdom,87.2
7,Jul,2005,United Kingdom,73.2
6,Jun,2005,United Kingdom,140.8
5,May,2005,United Kingdom,126.4
4,Apr,2005,United Kingdom,119
3,Mar,2005,United Kingdom,116
2,Feb,2005,United Kingdom,104.1
1,Jan,2005,United Kingdom,94.2
12,Dec,2004,United Kingdom,95.8
11,Nov,2004,United Kingdom,84.5
10,Oct,2004,United Kingdom,66.4
9,Sep,2004,United Kingdom,62
8,Aug,2004,United Kingdom,61.4
7,Jul,2004,United Kingdom,57.3
6,Jun,2004,United Kingdom,119.3
5,May,2004,United Kingdom,113.4
4,Apr,2004,United Kingdom,113.2
3,Mar,2004,United Kingdom,98.3
2,Feb,2004,United Kingdom,94.5
1,Jan,2004,United Kingdom,91.2
12,Dec,2003,United Kingdom,82.2
11,Nov,2003,United Kingdom,77.9
10,Oct,2003,United Kingdom,77
9,Sep,2003,United Kingdom,72.3
8,Aug,2003,United Kingdom,83.7
7,Jul,2003,United Kingdom,78.4
6,Jun,2003,United Kingdom,89.5
5,May,2003,United Kingdom,79
4,Apr,2003,United Kingdom,77.8
3,Mar,2003,United Kingdom,81.6
2,Feb,2003,United Kingdom,75.9
1,Jan,2003,United Kingdom,81.1
12,Dec,2002,United Kingdom,80.8
11,Nov,2002,United Kingdom,82.5
10,Oct,2002,United Kingdom,80.6
9,Sep,2002,United Kingdom,76.6
8,Aug,2002,United Kingdom,69.7
7,Jul,2002,United Kingdom,64.7
6,Jun,2002,United Kingdom,83.6
5,May,2002,United Kingdom,75.6
4,Apr,2002,United Kingdom,64.7
3,Mar,2002,United Kingdom,65.6
2,Feb,2002,United Kingdom,53.9
1,Jan,2002,United Kingdom,46.2
12,Dec,2001,United Kingdom,47.8
11,Nov,2001,United Kingdom,46.6
10,Oct,2001,United Kingdom,46.2
9,Sep,2001,United Kingdom,46.5
8,Aug,2001,United Kingdom,47.6
7,Jul,2001,United Kingdom,46.6
5,May,2001,United Kingdom,49
4,Apr,2001,United Kingdom,47.9
3,Mar,2001,United Kingdom,46.1
2,Feb,2001,United Kingdom,44.8
1,Jan,2001,United Kingdom,48
12,Dec,2000,United Kingdom,50.2
